pop_idx,regime,rho,beta,N,T,sigma,jaccard
10,partial,0.7,0.9,1000,25,4.0,0.1638857142857157
10,no_rec,0.7,0.9,1000,25,4.0,0.0008163265306122456
11,rec,0.7,0.9,1000,25,4.0,0.0011428571428571438
11,partial,0.7,0.9,1000,25,4.0,0.16368979591836838
11,no_rec,0.7,0.9,1000,25,4.0,0.0012081632653061234
12,rec,0.7,0.9,1000,25,4.0,0.001110204081632654
12,partial,0.7,0.9,1000,25,4.0,0.17642448979591943
12,no_rec,0.7,0.9,1000,25,4.0,0.0011102040816326538
13,rec,0.7,0.9,1000,25,4.0,0.0009795918367346947
13,partial,0.7,0.9,1000,25,4.0,0.20548571428571458
13,no_rec,0.7,0.9,1000,25,4.0,0.0008816326530612251
14,rec,0.7,0.9,1000,25,4.0,0.0009142857142857151
14,partial,0.7,0.9,1000,25,4.0,0.0032000000000000028
14,no_rec,0.7,0.9,1000,25,4.0,0.0009469387755102049
15,rec,0.7,0.9,1000,25,4.0,0.0012081632653061236
15,partial,0.7,0.9,1000,25,4.0,0.21972244897959176
15,no_rec,0.7,0.9,1000,25,4.0,0.0011755102040816336
16,rec,0.7,0.9,1000,25,4.0,0.0014367346938775523
16,partial,0.7,0.9,1000,25,4.0,0.003134693877551023
16,no_rec,0.7,0.9,1000,25,4.0,0.0009469387755102047
17,rec,0.7,0.9,1000,25,4.0,0.001502040816326532
17,partial,0.7,0.9,1000,25,4.0,0.18406530612245106
17,no_rec,0.7,0.9,1000,25,4.0,0.0005551020408163268
18,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
18,partial,0.7,0.9,1000,25,4.0,0.19702857142857247
18,no_rec,0.7,0.9,1000,25,4.0,0.0008163265306122456
19,rec,0.7,0.9,1000,25,4.0,0.0011428571428571438
19,partial,0.7,0.9,1000,25,4.0,0.19751836734694028
19,no_rec,0.7,0.9,1000,25,4.0,0.0010122448979591845
20,rec,0.7,0.9,1000,25,4.0,0.0012408163265306131
20,partial,0.7,0.9,1000,25,4.0,0.1101061224489806
20,no_rec,0.7,0.9,1000,25,4.0,0.0009469387755102049
21,rec,0.7,0.9,1000,25,4.0,0.0011755102040816336
21,partial,0.7,0.9,1000,25,4.0,0.004538775510204069
21,no_rec,0.7,0.9,1000,25,4.0,0.0009795918367346947
22,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
22,partial,0.7,0.9,1000,25,4.0,0.1337795918367362
22,no_rec,0.7,0.9,1000,25,4.0,0.0009469387755102047
23,rec,0.7,0.9,1000,25,4.0,0.0012734693877551031
23,partial,0.7,0.9,1000,25,4.0,0.16724897959183713
23,no_rec,0.7,0.9,1000,25,4.0,0.0014040816326530623
24,rec,0.7,0.9,1000,25,4.0,0.0011428571428571438
24,partial,0.7,0.9,1000,25,4.0,0.003559183673469387
24,no_rec,0.7,0.9,1000,25,4.0,0.0010448979591836743
25,rec,0.7,0.9,1000,25,4.0,0.001338775510204083
25,partial,0.7,0.9,1000,25,4.0,0.17260408163265345
25,no_rec,0.7,0.9,1000,25,4.0,0.0015020408163265318
26,rec,0.7,0.9,1000,25,4.0,0.0012734693877551031
26,partial,0.7,0.9,1000,25,4.0,0.18582857142857367
26,no_rec,0.7,0.9,1000,25,4.0,0.000555102040816327
27,rec,0.7,0.9,1000,25,4.0,0.001110204081632654
27,partial,0.7,0.9,1000,25,4.0,0.18723265306122502
27,no_rec,0.7,0.9,1000,25,4.0,0.0008816326530612251
28,rec,0.7,0.9,1000,25,4.0,0.0009142857142857151
28,partial,0.7,0.9,1000,25,4.0,0.002546938775510206
28,no_rec,0.7,0.9,1000,25,4.0,0.0009795918367346945
29,rec,0.7,0.9,1000,25,4.0,0.0012408163265306131
29,partial,0.7,0.9,1000,25,4.0,0.2080979591836747
29,no_rec,0.7,0.9,1000,25,4.0,0.0007183673469387761
30,rec,0.7,0.9,1000,25,4.0,0.0009795918367346947
30,partial,0.7,0.9,1000,25,4.0,0.20094693877551076
30,no_rec,0.7,0.9,1000,25,4.0,0.0008163265306122456
31,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
31,partial,0.7,0.9,1000,25,4.0,0.1991510204081644
31,no_rec,0.7,0.9,1000,25,4.0,0.0010448979591836743
32,rec,0.7,0.9,1000,25,4.0,0.0010448979591836745
32,partial,0.7,0.9,1000,25,4.0,0.003102040816326533
32,no_rec,0.7,0.9,1000,25,4.0,0.0008489795918367353
33,rec,0.7,0.9,1000,25,4.0,0.001110204081632654
33,partial,0.7,0.9,1000,25,4.0,0.17844897959183728
33,no_rec,0.7,0.9,1000,25,4.0,0.0008816326530612251
34,rec,0.7,0.9,1000,25,4.0,0.0011755102040816336
34,partial,0.7,0.9,1000,25,4.0,0.1726693877551031
34,no_rec,0.7,0.9,1000,25,4.0,0.0009469387755102046
35,rec,0.7,0.9,1000,25,4.0,0.0012734693877551031
35,partial,0.7,0.9,1000,25,4.0,0.003461224489795917
35,no_rec,0.7,0.9,1000,25,4.0,0.0007183673469387761
36,rec,0.7,0.9,1000,25,4.0,0.0009469387755102049
36,partial,0.7,0.9,1000,25,4.0,0.16989387755102145
36,no_rec,0.7,0.9,1000,25,4.0,0.0006204081632653065
37,rec,0.7,0.9,1000,25,4.0,0.0012408163265306134
37,partial,0.7,0.9,1000,25,4.0,0.1890938775510208
37,no_rec,0.7,0.9,1000,25,4.0,0.0005877551020408168
38,rec,0.7,0.9,1000,25,4.0,0.0008163265306122456
38,partial,0.7,0.9,1000,25,4.0,0.16620408163265393
38,no_rec,0.7,0.9,1000,25,4.0,0.0006857142857142864
39,rec,0.7,0.9,1000,25,4.0,0.001306122448979593
39,partial,0.7,0.9,1000,25,4.0,0.16783673469387872
39,no_rec,0.7,0.9,1000,25,4.0,0.0007183673469387759
40,rec,0.7,0.9,1000,25,4.0,0.0008489795918367355
40,partial,0.7,0.9,1000,25,4.0,0.0032979591836734714
40,no_rec,0.7,0.9,1000,25,4.0,0.0007836734693877557
41,rec,0.7,0.9,1000,25,4.0,0.0009142857142857151
41,partial,0.7,0.9,1000,25,4.0,0.17031836734694017
41,no_rec,0.7,0.9,1000,25,4.0,0.0009795918367346945
42,rec,0.7,0.9,1000,25,4.0,0.001469387755102042
42,partial,0.7,0.9,1000,25,4.0,0.15333877551020558
42,no_rec,0.7,0.9,1000,25,4.0,0.0007836734693877557
43,rec,0.7,0.9,1000,25,4.0,0.0010775510204081643
43,partial,0.7,0.9,1000,25,4.0,0.002220408163265308
